activity_date,employee_id,facility_address,facility_city,facility_id,facility_name,facility_state,facility_zip,grade,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,score,serial_number,service_code,service_description,zip_five,grade_numeric,latitude,longitude
2016-12-13,EE0000531,3540 WILSHIRE BLVD STE M-6,LOS ANGELES,FA0058575,BORICHON,CA,90010,A,OW0021221,"LEE, HYE JIN",RESTAURANT (31-60) SEATS HIGH RISK,1635,BORICHON,INACTIVE,PR0012820,90,DAFX914IJ,1,ROUTINE INSPECTION,90010,4.0,33.689523,-116.294072
2016-09-27,EE0000732,2008 PICO BLVD,SANTA MONICA,FA0012661,CAMPOS FAMOUS BURRITOS,CA,90405,A,OW0005975,CAMPOS MEXICAN FOOD INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,CAMPOS FAMOUS BURRITOS,ACTIVE,PR0019362,91,DAPFKCN2Z,1,ROUTINE INSPECTION,90405,4.0,34.0278844,-118.4534245
2015-11-18,EE0000854,3411 W OLYMPIC BLVD,LOS ANGELES,FA0158617,ROTEX CAFE,CA,90019-2123,A,OW0123675,MIDTOWN INVESTMENT INC,RESTAURANT (0-30) SEATS LOW RISK,1630,ROTEX CAFE,ACTIVE,PR0146689,95,DAZTSHHF2,1,ROUTINE INSPECTION,90019,4.0,34.0525374,-118.3130201
2017-02-10,EE0000744,8901 APOLLO WAY,DOWNEY,FA0224579,FIVE GUYS BURGERS & FRIES,CA,90242-4031,A,OW0011913,"FIVE GUYS OPERATIONS, LLC",RESTAURANT (31-60) SEATS MODERATE RISK,1634,FIVE GUYS BURGERS AND FRIES,ACTIVE,PR0179823,96,DABXT07OF,1,ROUTINE INSPECTION,90242,4.0,33.9229473,-118.1313602
2017-11-08,EE0000338,11500 W PICO BLVD,LOS ANGELES,FA0041542,MORI SUSHI,CA,90064,A,OW0030832,ROUND 3 INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,MORI SUSHI,ACTIVE,PR0011252,93,DANB2YKB2,1,ROUTINE INSPECTION,90064,4.0,34.0336,-118.441768
2015-09-21,EE0000872,14400 S PARAMOUNT BLVD,PARAMOUNT,FA0138262,ELDERLY NUTRITION PROGRAM,CA,90723,A,OW0101644,CITY OF PARAMOUNT,RESTAURANT (0-30) SEATS LOW RISK,1630,ELDERLY NUTRITION CENTER,ACTIVE,PR0122541,93,DALCRQOTP,1,ROUTINE INSPECTION,90723,4.0,35.210352,-117.777821
2016-06-02,EE0000715,13160 VAN NUYS BLVD,PACOIMA,FA0053115,TRESSIERRAS PANADERIA,CA,91331,B,OW0036505,TRESSIERAS INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TRESSIERRAS PANADERIA,ACTIVE,PR0034425,88,DAUGKAGQU,1,ROUTINE INSPECTION,91331,3.0,34.2684687,-118.4188408
2016-08-03,EE0000725,9804 ATLANTIC AVE,SOUTH GATE,FA0061241,EASTERN FISH MARKET,CA,90280,A,OW0010663,EASTERN FISH MARKET INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,EASTERN FISH MARKET,ACTIVE,PR0044236,98,DAUEVPAUU,1,ROUTINE INSPECTION,90280,4.0,33.9430788,-118.1810039
2016-03-17,EE0000420,1124 W VALLEY BLVD,ALHAMBRA,FA0037691,THE SWUARE DOT,CA,91803,B,OW0015101,HEALTHY & SWEET RESTAURANT,RESTAURANT (31-60) SEATS HIGH RISK,1635,THE SWUARE DOT,ACTIVE,PR0044884,82,DAFEFOWLL,1,ROUTINE INSPECTION,91803,3.0,34.0750846,-118.160927
2015-08-19,EE0000206,7350 COLDWATER CANYON AVE,NORTH HOLLYWOOD,FA0060704,DEJA VU,CA,91605,A,OW0008493,COLDWATER LLC,RESTAURANT (151 + ) SEATS LOW RISK,1639,DEJA VU,ACTIVE,PR0030795,98,DAD0TODR2,1,ROUTINE INSPECTION,91605,4.0,35.210352,-117.777821
2016-02-04,EE0000946,440 S VERMONT AVE STE 116,LOS ANGELES,FA0072705,TOM N TOM,CA,90020,A,OW0036141,TOM N TOM VERMONT CALLERIA L,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TOM N TOM,INACTIVE,PR0031073,93,DATC3A2EM,1,ROUTINE INSPECTION,90020,4.0,34.0655794,-118.290934
2017-07-20,EE0000528,3001 AVIATION BLVD # R6,MANHATTAN BEACH,FA0142960,NORTHROP GRUMMAN R6 CAFE,CA,90278,A,OW0106104,ARAMARK FOOD SERVICE INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,NORTHROP GRUMMAN R6 CAFE,ACTIVE,PR0126848,94,DAEOHXFVY,1,ROUTINE INSPECTION,90278,4.0,35.210352,-117.777821
2016-03-03,EE0000437,9024 E SLAUSON AVE,PICO RIVERA,FA0071680,TACO BOY,CA,90660,A,OW0023652,"MARTINEZ, JUAN MARTIN",RESTAURANT (31-60) SEATS HIGH RISK,1635,TACO BOY,ACTIVE,PR0009040,94,DASJ1N68F,1,ROUTINE INSPECTION,90660,4.0,33.9701081,-118.1019761
2017-04-10,EE0000884,1831 JAMES M WOOD BLVD,LOS ANGELES,FA0015548,GRAND CENTRAL   97 MARKET,CA,90006,A,OW0021062,LEE EUNG HEE,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,GRAND CENTRAL   97 MARKET,ACTIVE,PR0011093,93,DAD0BQY9M,1,ROUTINE INSPECTION,90006,4.0,34.0521252,-118.2757972
2016-01-14,EE0000524,529 E VALLEY BLVD STE #128,SAN GABRIEL,FA0002649,A RI RANG TOFU HOUSE,CA,91776,A,OW0099700,"KIM, SANG HO",RESTAURANT (61-150) SEATS HIGH RISK,1638,A RI RANG TOFU HOUSE,INACTIVE,PR0004215,91,DAQUFLMFF,1,ROUTINE INSPECTION,91776,4.0,34.080122,-118.093416
2017-04-06,EE0000734,44836 W 10TH ST W,LANCASTER,FA0044240,PIZZA HUT #26138,CA,93534,A,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,PIZZA HUT #026138,INACTIVE,PR0015955,92,DABSKDYNY,1,ROUTINE INSPECTION,93534,4.0,34.6982881,-118.1477469
2017-09-28,EE0000735,18358 1/2 SOLEDAD CANYON RD,CANYON COUNTRY,FA0067107,MOM CAN COOK THAI KITCHEN,CA,91387,A,OW0030703,"ROONGFANGARM, CHRIS K",RESTAURANT (31-60) SEATS HIGH RISK,1635,MOM CAN COOK THAI KITCHEN,ACTIVE,PR0041691,96,DAL6YNZZG,1,ROUTINE INSPECTION,91387,4.0,33.725107,-116.285658
2017-12-05,EE0000267,151 S HACIENDA BLVD,LA PUENTE,FA0071481,SUPERIOR,CA,91744,A,OW0034460,"SUPER CENTER CONCEPTS, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUPERIOR SUPERWAREHOUSE-BKRY,ACTIVE,PR0032246,96,DANV3LOTE,1,ROUTINE INSPECTION,91744,4.0,34.0259867,-117.9576701
2017-12-19,EE0000250,1110 W ALAMEDA AVE,BURBANK,FA0028059,PAVILIONS #2214,CA,91506,A,OW0038181,THE VONS COMPANIES INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,PAVILIONS DELI #2214,ACTIVE,PR0012228,95,DAWTJMOWX,1,ROUTINE INSPECTION,91506,4.0,34.1613131,-118.3136317
2015-09-24,EE0000503,13580 E WHITTIER BLVD,WHITTIER,FA0014749,CHILI'S GRILL & BAR,CA,90602,A,OW0005282,BRINKER RESTAURANT CORP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,CHILI'S,ACTIVE,PR0003999,92,DABDTFXVT,1,ROUTINE INSPECTION,90602,4.0,35.210352,-117.777821
2016-10-20,EE0000955,5855 W CENTURY BLVD,LOS ANGELES,FA0021687,LAX MARRIOTT CHAMPIONS,CA,90045,A,OW0023487,MARRIOTT HOTEL SERVICES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,LAX MARRIOTT JW'S STEAKHOUSE,ACTIVE,PR0023833,97,DAOKZ7X0H,1,ROUTINE INSPECTION,90045,4.0,33.9466884,-118.38436
2016-10-03,EE0000120,4171 E LIVE OAK AVE,ARCADIA,FA0022254,LITTLE JOE'S FRESH MEX,CA,91006,A,OW0027252,"PADILLA, FELIX",RESTAURANT (0-30) SEATS HIGH RISK,1632,LITTLE JOE'S FRESH MEX,ACTIVE,PR0000035,92,DAHHBTAQQ,1,ROUTINE INSPECTION,91006,4.0,35.210352,-117.777821
2017-02-21,EE0001036,304 12TH ST,MANHATTAN BEACH,FA0163545,CENTURY CLUB,CA,90266,A,OW0127148,THE C CLUB LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,CENTURY CLUB,INACTIVE,PR0151766,98,DAPKI8NLD,1,ROUTINE INSPECTION,90266,4.0,33.885759,-118.409752
2016-11-15,EE0000314,7115 VAN NUYS BLVD,VAN NUYS,FA0171819,CHIT CHAT RESTAURANT,CA,91405,A,OW0178879,CHIT CHAT RESTAURANT  CAFE LOU,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHIT CHAT RESTAURANT,INACTIVE,PR0164273,98,DATZLJATI,1,ROUTINE INSPECTION,91405,4.0,34.1997173,-118.4488561
2017-02-09,EE0000366,1936 E 7TH ST,LOS ANGELES,FA0177097,ERB,CA,90021,A,OW0180868,EVERSON ROYCE LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,EBR,ACTIVE,PR0170048,95,DAOVU0F8Y,1,ROUTINE INSPECTION,90021,4.0,34.0344566,-118.2325798
2017-10-03,EE0001026,4411 S MAIN ST,LOS ANGELES,FA0047937,SL DONUTS,CA,90037,B,OW0007205,CHAU FANN,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SL DONUTS,ACTIVE,PR0041048,84,DA2LZTSHQ,1,ROUTINE INSPECTION,90037,3.0,34.0036353,-118.2740767
2015-08-18,EE0000964,712 S DEL MAR AVE,SAN GABRIEL,FA0018238,DELMAR CAFE,CA,91776,A,OW0026931,"OROZCO, PATRICIA",RESTAURANT (31-60) SEATS HIGH RISK,1635,DELMAR CAFE,ACTIVE,PR0030541,97,DAJS30PDW,1,ROUTINE INSPECTION,91776,4.0,35.211147,-117.777626
2017-03-29,EE0000025,2600 W VICTORY BLVD,BURBANK,FA0045161,RALPHS MARKET #648,CA,91505,A,OW0029458,RALPHS GROCERY COMPANY,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,RALPH'S #648,ACTIVE,PR0045302,99,DABUEKW8O,1,ROUTINE INSPECTION,91505,4.0,34.1740907,-118.3174547
2016-01-06,EE0000263,2090 W FOOTHILL BLVD,LA VERNE,FA0048943,STATER BROS #48,CA,91750,A,OW0033964,STATER BROS. MARKETS INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,STATER BROS #48 (DELI ),ACTIVE,PR0042358,99,DAJ0ROCM0,1,ROUTINE INSPECTION,91750,4.0,34.1096345,-117.7537753
2017-09-21,EE0000144,12222 VENICE BLVD,LOS ANGELES,FA0249999,SMALL BATCH ICE CREAM,CA,90066,A,OW0244181,SMALL BATCH ICE CREAM LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SMALL BATCH ICE CREAM,ACTIVE,PR0198826,97,DAY3SJKBU,1,ROUTINE INSPECTION,90066,4.0,34.0045639,-118.4314586
2016-06-27,EE0000912,5710 SANTA MONICA BLVD,LOS ANGELES,FA0065078,LA CHINA OAXAQUENA,CA,90038,A,OW0022494,"LUIS, EMMA",RESTAURANT (0-30) SEATS HIGH RISK,1632,LA CHINA OAXAQUENA,INACTIVE,PR0009911,92,DATBM5LWB,1,ROUTINE INSPECTION,90038,4.0,34.0906799,-118.3137812
2016-03-21,EE0000904,3322 W SUNSET BLVD,LOS ANGELES,FA0160684,NIGHT MARKET 2,CA,90026,A,OW0125636,NIGHT MARKET 2 INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,NIGHT MARKET 2,ACTIVE,PR0148772,91,DA2TBLLGT,1,ROUTINE INSPECTION,90026,4.0,34.0869177,-118.2758427
2017-12-12,EE0000420,4805 E VALLEY BLVD,LOS ANGELES,FA0038748,TROY'S BURGERS #10,CA,90032,A,OW0019726,RITA KLADOURIS,RESTAURANT (61-150) SEATS HIGH RISK,1638,TROY'S BURGERS #10,ACTIVE,PR0040373,91,DA6FO4IJI,1,ROUTINE INSPECTION,90032,4.0,34.0745408,-118.1679062
2016-01-12,EE0000074,6306 SAN FERNANDO RD,GLENDALE,FA0177562,PHO HOT,CA,91201,A,OW0183477,THINH TIEN LE,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO HOT,INACTIVE,PR0170590,90,DA2JVSICP,1,ROUTINE INSPECTION,91201,4.0,34.1649999,-118.2867737
2017-10-27,EE0000923,4228 N FIGUEROA ST,LOS ANGELES,FA0245603,JACK IN THE BOX # 3343,CA,90065,A,OW0240624,"FEAST FOODS, LLC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,JACK IN THE BOX # 3343,ACTIVE,PR0193971,93,DAL7WGWMU,1,ROUTINE INSPECTION,90065,4.0,34.0941262,-118.2084966
2015-12-21,EE0000721,1055 WILSHIRE BLVD # G7,LOS ANGELES,FA0013259,EXPRESS DELI,CA,90017,A,OW0019371,"KIM, KUN SOON",RESTAURANT (31-60) SEATS HIGH RISK,1635,EXPRESS DELI,INACTIVE,PR0013934,91,DASAAXMTV,1,ROUTINE INSPECTION,90017,4.0,35.211147,-117.777626
2016-05-19,EE0000558,281 THOMAS ST # 101,POMONA,FA0222835,HOMAGE BREWING,CA,91766,A,OW0227622,HOMAGE BREWING INC.,RESTAURANT (0-30) SEATS LOW RISK,1630,HOMAGE BREWING,ACTIVE,PR0177878,96,DAKGHJG2X,1,ROUTINE INSPECTION,91766,4.0,34.0571423,-117.7513071
2017-09-20,EE0000852,8111 VAN NUYS BLVD STE #108,PANORAMA CITY,FA0059450,CHA CHA 8,CA,91402,B,OW0100282,"KAEWKET, SUCHIN",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHA CHA 8,ACTIVE,PR0012879,83,DA9WNPE66,1,ROUTINE INSPECTION,91402,3.0,34.218232,-118.4488681
2016-09-14,EE0000829,2787 E DEL AMO BLVD # E-16,COMPTON,FA0030108,INCREDIBLE CAFE EXPRESS,CA,90221,A,OW0026615,SCOTT OH,RESTAURANT (0-30) SEATS HIGH RISK,1632,INCREDIBLE CAFE EXPRESS,ACTIVE,PR0019868,91,DAFS9NHWO,1,ROUTINE INSPECTION,90221,4.0,35.336762,-119.958036
2017-08-28,EE0000924,1716 S SEPULVEDA BLVD,LOS ANGELES,FA0074403,ZANKOU-CHICKEN,CA,90025,A,OW0038629,WEST LA ZANKOU-INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,ZANKOU-CHICKEN,ACTIVE,PR0027964,95,DABKREV3E,1,ROUTINE INSPECTION,90025,4.0,34.0474072,-118.444234
2017-10-06,EE0000258,3530 W TEMPLE AVE # A & B,POMONA,FA0245539,TACO GOURMET SIMPLY FRESH,CA,91768,A,OW0240574,TACO GOURMET SIMPLY FRESH,RESTAURANT (31-60) SEATS HIGH RISK,1635,TACO GOURMET SIMPLY FRESH,ACTIVE,PR0193900,90,DAMQS0YK9,1,ROUTINE INSPECTION,91768,4.0,34.0467816,-117.806707
2017-04-11,EE0000401,2130 PACIFIC COAST HWY,LOMITA,FA0244512,FRESH CHOICE MARKETPLACE LOMITA,CA,90717,A,OW0239712,GO FRESH LLC,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,FRESH CHOICE MARKETPLACE LOMITA,INACTIVE,PR0192824,95,DAIEYKX9G,1,ROUTINE INSPECTION,90717,4.0,33.7894837,-118.3088004
2017-06-23,EE0000957,9201 SUNSET BLVD,WEST HOLLYWOOD,FA0179847,BLIND DRAGON,CA,90069,A,OW0185329,ROKU SUNSET LLC,RESTAURANT (31-60) SEATS LOW RISK,1633,BLIND DRAGON,ACTIVE,PR0173511,93,DAUOAZT0A,1,ROUTINE INSPECTION,90069,4.0,34.0908341,-118.3927952
2015-12-02,EE0000734,2341 E AVENUE S,PALMDALE,FA0062174,FOOD 4 LESS #360,CA,93550,A,OW0012108,"FOOD 4 LESS, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,FOOD 4 LESS #360 - BAKERY-DELI,ACTIVE,PR0003183,97,DAQ4CRCXH,1,ROUTINE INSPECTION,93550,4.0,34.5581596,-118.0869966
2015-11-20,EE0000897,1900 E ALONDRA BLVD,COMPTON,FA0159038,MERCADO EL MEXICANO,CA,90221,A,OW0124068,KNY GROCERS INC,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,MEAT DEPARTMENT - MERCADO EL MEXICANO,INACTIVE,PR0147107,94,DAEVVS5D1,1,ROUTINE INSPECTION,90221,4.0,33.888636,-118.201959
2017-05-24,EE0000897,15025 LAKEWOOD BLVD,PARAMOUNT,FA0166529,SKY BURGERS,CA,90723,A,OW0129661,LUIS A CONDE,RESTAURANT (31-60) SEATS HIGH RISK,1635,SKY BURGERS,ACTIVE,PR0156846,96,DA0DRU0KR,1,ROUTINE INSPECTION,90723,4.0,35.214473,-117.777015
2016-07-13,EE0000911,1136 WESTWOOD BLVD,LOS ANGELES,FA0167398,DAMORES PIZZA,CA,90024,A,OW0130440,"PIZZA BROTHERS WESTWOOD, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,DAMORES PIZZA,ACTIVE,PR0157759,91,DAKN0GN5C,1,ROUTINE INSPECTION,90024,4.0,34.0603159,-118.4450326
2017-02-15,EE0000606,8434 TELEGRAPH RD,DOWNEY,FA0222052,EL CEPILLO,CA,90242,A,OW0226971,ORIETA MARICRIS PAZ VILLANUEVA,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,EL CEPILLO,INACTIVE,PR0177040,90,DATUHXEWH,1,ROUTINE INSPECTION,90242,4.0,33.9627308,-118.1119726
2016-08-31,EE0000391,6918 SAN FERNANDO RD,GLENDALE,FA0002901,ADANA RESTAURANT,CA,91201,A,OW0018918,KHECHEMYAN EDWARD,RESTAURANT (31-60) SEATS HIGH RISK,1635,ADANA RESTAURANT,ACTIVE,PR0032258,95,DAINVE3FZ,1,ROUTINE INSPECTION,91201,4.0,34.173596,-118.298468
2015-08-07,EE0000733,8701 LINCOLN BLVD,LOS ANGELES,FA0045204,RALPHS MARKET #278,CA,90045,A,OW0029458,RALPHS GROCERY COMPANY,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,RALPHS MEAT DEPT #278,ACTIVE,PR0027924,96,DALFUGJNK,1,ROUTINE INSPECTION,90045,4.0,33.9582719,-118.4183307
2016-07-14,EE0000267,1281 N HACIENDA BLVD,LA PUENTE,FA0222767,JERSEY MIKES SUBS,CA,91744,A,OW0227561,"GS BATES ENTERPRICES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,JERSEY MIKES SUBS,ACTIVE,PR0177806,96,DAZVORZW7,1,ROUTINE INSPECTION,91744,4.0,34.0436526,-117.949363
2017-04-25,EE0000592,8528 E GARVEY AVE,ROSEMEAD,FA0245565,SUNRISE DONUTS,CA,91770,A,OW0240594,SAMBO'S CORPORATIONS,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUNRISE DONUTS,ACTIVE,PR0193927,90,DAHACQPXV,1,ROUTINE INSPECTION,91770,4.0,35.102703,-117.972657
2016-11-30,EE0000721,601 W 7TH ST,LOS ANGELES,FA0056181,CHIPOTLE MEXICAN GRILL #04-1500,CA,90017,A,OW0007608,"CHIPOTLE MEXICAN GRILL, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,CHIPOTLE MEXICAN GRILL,ACTIVE,PR0025679,100,DAPRZVEZL,1,ROUTINE INSPECTION,90017,4.0,34.0475188,-118.2566694
2017-05-24,EE0000911,1146 WESTWOOD BLVD,LOS ANGELES,FA0244531,SWEETFIN POKE,CA,90024,A,OW0239727,SWEETFIN WESTWOOD LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,SWEETFIN POKE,ACTIVE,PR0192847,92,DAUAYYBRE,1,ROUTINE INSPECTION,90024,4.0,34.0602262,-118.4449595
2017-06-08,EE0000999,2200 COLORADO BLVD STE B,SANTA MONICA,FA0248169,POKI YO,CA,90404,A,OW0242643,"WGR AMERICA, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,POKI YO,ACTIVE,PR0196818,93,DAI7GVYHL,1,ROUTINE INSPECTION,90404,4.0,33.689523,-116.294072
2016-11-03,EE0000035,517 E FOOTHILL BLVD,POMONA,FA0226470,STARBUCKS COFFEE #29620,CA,91767,A,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,STARBUCKS COFFEE #29620,ACTIVE,PR0181796,99,DAOFFHPFW,1,ROUTINE INSPECTION,91767,4.0,34.1074148,-117.7402704
2017-07-19,EE0000685,4528 SEPULVEDA BLVD,SHERMAN OAKS,FA0064549,JUDY'S MOBIL SERVICE,CA,91403,A,OW0026067,"NIELSEN, JUDY","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,JUDY'S MOBIL SERVICE,ACTIVE,PR0019756,97,DAHH8DKVB,1,ROUTINE INSPECTION,91403,4.0,35.210352,-117.777821
2017-01-11,EE0000997,2419 N BROADWAY,LOS ANGELES,FA0057157,AIRLINER,CA,90031,A,OW0012674,GALVAN-SHARON MATA,RESTAURANT (61-150) SEATS HIGH RISK,1638,AIRLINER,ACTIVE,PR0012892,92,DAGQNZG0I,1,ROUTINE INSPECTION,90031,4.0,34.0738884,-118.2162323
2016-07-19,EE0000375,10309 W OLYMPIC BLVD,LOS ANGELES,FA0045207,RALPHS MARKET #156,CA,90064,A,OW0029458,RALPHS GROCERY COMPANY,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,RALPHS GROCERY CO # 156,ACTIVE,PR0002370,92,DAV0EWZV7,1,ROUTINE INSPECTION,90064,4.0,34.0525081,-118.4178213
2017-06-07,EE0000722,4015 BEVERLY BLVD,LOS ANGELES,FA0033487,LA ORIG PANDERIA EL SALVADOR,CA,90004,A,OW0020437,LA ORIG PANADERIA EL SALVADO,RESTAURANT (0-30) SEATS HIGH RISK,1632,LA ORIG PANDERIA EL SALVADOR,ACTIVE,PR0017110,96,DAMQHUJOD,1,ROUTINE INSPECTION,90004,4.0,34.0762208,-118.2971523
2016-12-22,EE0000732,2727 OCEAN PARK BLVD,SANTA MONICA,FA0011049,BUD'S FAMOUS DELI & DESSERTS,CA,90405,A,OW0038343,"WALLALK,GARY",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BUD'S FAMOUS DELI & DESSERTS,ACTIVE,PR0016239,99,DAG0ATNSY,1,ROUTINE INSPECTION,90405,4.0,34.0227822,-118.4491286
2017-10-24,EE0000860,28643 S WESTERN AVE,RANCHO PALOS VERDES,FA0248037,MARIA'S MEXICAN RESTAURANT,CA,90275,A,OW0242542,MARIA'S JJC INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,MARIA'S MEXICAN RESTAURANT,ACTIVE,PR0196689,90,DAIREIQ84,1,ROUTINE INSPECTION,90275,4.0,33.765281,-118.3109139
2017-01-25,EE0000557,3959 E WHITTIER BLVD,LOS ANGELES,FA0018908,JIM'S BURGERS,CA,90023,A,OW0036553,TRIPOLIS BURGERS INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,JIM'S BURGERS,ACTIVE,PR0025172,93,DAISXTYZX,1,ROUTINE INSPECTION,90023,4.0,35.210352,-117.777821
2017-09-18,EE0000834,11871 CARSON ST,HAWAIIAN GARDENS,FA0027102,HAWAIIAN GARDENS CASINO,CA,90716,A,OW0015014,HAWAIIAN GARDENS CARD CLUB INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,HAWAIIAN GARDENS CASINO - CAFE 888/VIP POKER/SERVICE BAR SOUTH,ACTIVE,PR0177075,100,DAB3WSWKN,1,ROUTINE INSPECTION,90716,4.0,33.8313189,-118.0795554
2016-07-14,EE0000609,5658 SEPULVEDA BLVD,VAN NUYS,FA0055835,ZANKOU CHICKEN,CA,91411,A,OW0037254,VAN NUYS ZANKOU INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,ZANKOU CHICKEN,ACTIVE,PR0010478,93,DAQWMB1VJ,1,ROUTINE INSPECTION,91411,4.0,34.1732207,-118.4660689
2017-10-02,EE0000957,8532 MELROSE AVE,WEST HOLLYWOOD,FA0250804,JOE & THE JUICE,CA,90069-5112,A,OW0244842,JOE & THE JUICE LA LLC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,JOE & THE JUICE,ACTIVE,PR0199837,94,DA8ISTT8B,1,ROUTINE INSPECTION,90069,4.0,34.0818663,-118.3778532
2016-08-10,EE0000633,1111 S FIGUEROA ST,LOS ANGELES,FA0006427,STAPLES CENTER (LEVY),CA,90015,A,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,STAND 118,ACTIVE,PR0015182,95,DAJL3BQZB,1,ROUTINE INSPECTION,90015,4.0,34.0429979,-118.2671352
2017-11-30,EE0000721,1111 HOPE ST # 100,LOS ANGELES,FA0251567,QUADLINE LLC/TESTA,CA,90015,A,OW0245491,QUADLINE LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,QUADLINE LLC/TESTA,ACTIVE,PR0200727,96,DALQ9KJGC,1,ROUTINE INSPECTION,90015,4.0,34.0559132,-118.2503864
2016-06-02,EE0000592,8168 GARVEY AVE STE B,ROSEMEAD,FA0065612,LEDO CAFE,CA,91770,A,OW0034259,SUN CAPITAL INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,LEDO CAFE,ACTIVE,PR0000495,90,DAF0PJEQQ,1,ROUTINE INSPECTION,91770,4.0,34.0625653,-118.0913186
2016-09-30,EE0000483,28200 BOUQUET CANYON RD STE O-P,SANTA CLARITA,FA0177204,ALL STAR SPORTS GRILLS,CA,91350,A,OW0183162,"SVM INVESTMENTS, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,ALL STAR SPORTS GRILLS,ACTIVE,PR0170167,96,DAT2TANE5,1,ROUTINE INSPECTION,91350,4.0,34.452688,-118.49611
2016-01-05,EE0000725,100 E CENTURY BLVD # #A,LOS ANGELES,FA0010616,DAILY DONUTS,CA,90003,A,OW0007490,"CHHUON, SARITH",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DAILY DONUTS,INACTIVE,PR0013163,90,DA0SBQC0Z,1,ROUTINE INSPECTION,90003,4.0,33.945486,-118.273727
2017-02-16,EE0000592,1827 WALNUT GROVE AVE,ROSEMEAD,FA0066717,MCDONALD'S #30234,CA,91770,A,OW0027092,P. R. PERNECKY MANAGEMENT,RESTAURANT (31-60) SEATS MODERATE RISK,1634,MCDONALDS #30234,ACTIVE,PR0024018,94,DADG7TNYM,1,ROUTINE INSPECTION,91770,4.0,34.0505459,-118.0850883
2015-08-10,EE0000740,401 E 12TH ST #25,LOS ANGELES,FA0138629,RUBEN'S TACOS,CA,90015,B,OW0101963,"MOLINA, JUAN M LEON",RESTAURANT (0-30) SEATS HIGH RISK,1632,RUBEN'S TACOS,INACTIVE,PR0122974,86,DA9ZT0GYD,1,ROUTINE INSPECTION,90015,3.0,34.035634,-118.256158
2017-11-14,EE0000232,849 E HUNTINGTON DR,MONROVIA,FA0072717,TOMMY'S WORLD FAMOUS HAMBURG,CA,91016,A,OW0036158,TOMDAN ENTERPRISES INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,TOMMY'S WORLD FAMOUS HAMBURG,ACTIVE,PR0031153,98,DA4WVJZGI,1,ROUTINE INSPECTION,91016,4.0,35.211147,-117.777626
